userId,pets,art,education,environment,health,human,international,faith,veteran,order
62e03bfebbe3abcacefedf54,4,5,18,6,6,6,4,-2,3,first
62e03d24bbe3abcacefedf61,3,3,15,2,5,6,3,2,15,first
62e03e16bbe3abcacefedf6b,3,2,19,12,9,5,1,0,2,increase
62e03f5c1619d98e69430528,6,6,15,5,5,6,3,2,4,first
62e0401e1619d98e69430534,0,0,0,0,54,0,0,0,0,decrease
62e040cabbe3abcacefedf90,0,0,0,12,0,0,0,0,-2,decrease
62e045531619d98e69430583,4,4,9,7,4,7,12,3,4,first
62e04693bbe3abcacefedfd4,3,5,11,8,4,2,1,-6,0,first
62e047e01619d98e694305a4,2,3,15,14,10,3,3,4,0,decrease
62e047ee1619d98e694305a6,3,0,20,5,9,6,-5,1,5,increase
62e0493e1619d98e694305b5,2,3,13,3,8,4,1,1,3,increase
62e049d4bbe3abcacefee000,4,4,4,0,5,3,0,2,2,increase
62e04b581619d98e694305ca,2,6,11,4,9,1,2,2,17,first
62e051ed1619d98e6943060b,5,5,10,7,5,1,4,2,6,increase
62e05213bbe3abcacefee060,5,-2,3,6,2,-3,1,-2,6,increase
62e0531e1619d98e69430617,17,10,10,8,6,3,0,0,0,decrease
62e053481619d98e69430618,5,-6,5,-9,9,-5,6,-6,3,first
62e055bfbbe3abcacefee07a,5,4,4,5,7,5,10,9,5,first
62e05891bbe3abcacefee097,-4,2,2,4,5,2,2,-4,2,first
62e05a3f1619d98e69430648,7,6,9,10,11,11,0,0,0,decrease
62e05b6e1619d98e6943064f,9,4,6,7,7,6,6,5,4,increase
62e05cfabbe3abcacefee0b2,7,8,8,11,10,10,0,0,0,decrease
62e05e57bbe3abcacefee0be,6,-5,7,-4,8,-7,7,-5,5,first
62e05ee1bbe3abcacefee0c9,20,16,18,0,0,0,0,0,0,first
62e05ef1bbe3abcacefee0cb,-4,3,4,-3,2,2,-3,4,-2,first
62e05f1cbbe3abcacefee0cf,10,8,8,7,5,7,4,5,0,increase
62e060e3bbe3abcacefee0dd,12,3,5,7,5,5,6,6,5,first
62e0624dbbe3abcacefee0e6,13,3,14,4,4,6,3,3,4,decrease
62e062bdbbe3abcacefee0e9,4,5,4,6,12,5,5,5,8,increase
62e06313bbe3abcacefee0ec,7,7,7,9,7,5,4,4,4,decrease
62e066c21619d98e694306a9,7,5,11,4,10,6,3,6,2,first
62e081c1bbe3abcacefee118,1,3,7,3,5,3,2,1,4,first
62e085441619d98e694306c8,6,5,5,12,9,8,2,3,4,decrease
62e0b249b714051771a01c80,4,2,4,4,3,4,2,4,4,first
62e76744330b71d27bb9f45a,-1,1,1,0,2,2,0,0,0,first
62e76a2772b19f2a83d38955,4,2,0,-3,1,3,-2,2,3,increase
62e76b4e330b71d27bb9f486,10,3,3,1,11,21,3,1,1,decrease
62e76e41330b71d27bb9f4ab,6,5,13,7,7,5,5,4,2,increase
62e76f7a72b19f2a83d38999,0,0,0,14,22,18,0,0,0,first
62e7706772b19f2a83d389aa,0,1,1,1,1,1,1,1,1,first
62e771cc72b19f2a83d389c0,15,11,9,7,7,2,3,0,0,decrease
62e771e272b19f2a83d389c3,0,0,0,0,13,8,11,11,11,increase
62e7722872b19f2a83d389c9,0,36,13,3,2,0,0,0,0,first
62e7726f330b71d27bb9f4f6,16,24,3,9,2,0,0,0,0,first
62e773aa330b71d27bb9f516,8,11,-8,7,-7,7,-6,0,0,first
62e773aa330b71d27bb9f516,8,11,-8,7,-7,7,-6,0,0,first
62e7766372b19f2a83d38a10,2,3,6,3,8,5,8,6,6,first
62e77b1772b19f2a83d38a36,7,6,5,6,10,7,2,3,8,first
62e77bfc72b19f2a83d38a40,54,0,0,0,0,0,0,0,0,decrease
62e77c4c330b71d27bb9f55c,0,0,11,18,15,8,2,0,0,increase
62e77e53330b71d27bb9f573,11,14,8,5,7,5,2,1,1,first
62e78034330b71d27bb9f582,0,15,10,22,7,0,0,0,0,first
62e7859372b19f2a83d38a84,6,6,6,6,6,6,6,6,6,first
62e7a2ba330b71d27bb9f5d1,6,3,7,5,7,10,4,7,5,decrease
62e7a42e330b71d27bb9f5d9,13,1,0,0,0,0,11,28,1,decrease
62e7b4dd72b19f2a83d38ac7,0,9,8,17,10,6,2,2,0,increase
62f56311b47a2cd650a8d98a,3,7,9,10,12,7,5,1,0,decrease
62f568d5311b9c58ab6fff27,11,9,14,5,4,7,4,0,0,first
62f5843a311b9c58ab6fff47,0,0,0,0,0,0,-1,-1,1,increase
62f5a137b47a2cd650a8d9ac,7,9,8,4,7,4,3,3,9,first
