userId,pets,art,education,environment,health,human,international,faith,veteran,order
62e051ed1619d98e6943060b,2,2,4,2,3,0,1,1,2,first
62e05213bbe3abcacefee060,3,-1,1,0,1,-3,1,3,3,first
62e0521b1619d98e6943060d,9,4,1,1,2,1,0,0,0,first
62e053481619d98e69430618,2,-1,2,-2,2,-2,2,-3,2,decrease
62e054ff1619d98e69430620,1,2,3,2,4,2,-1,-1,1,first
62e05891bbe3abcacefee097,4,-1,0,-3,3,0,0,0,4,decrease
62e05a3a1619d98e69430647,3,5,3,0,1,2,2,1,1,decrease
62e05b6e1619d98e6943064f,3,3,4,3,3,2,0,0,0,first
62e05b76bbe3abcacefee0a4,0,0,6,6,3,3,0,0,0,decrease
62e05be0bbe3abcacefee0a7,8,1,2,1,1,2,1,1,1,first
62e05e57bbe3abcacefee0be,2,-2,3,-2,2,-2,2,-2,1,decrease
62e05f151619d98e69430673,2,2,2,2,1,2,2,2,3,decrease
62e05f1cbbe3abcacefee0cf,3,3,2,2,4,1,1,2,0,first
62e060c81619d98e6943067f,5,6,2,3,2,0,0,0,0,decrease
62e062bdbbe3abcacefee0e9,4,2,4,0,4,1,1,1,1,first
62e066c21619d98e694306a9,3,2,2,2,3,2,1,3,0,decrease
62e081c1bbe3abcacefee118,2,3,5,2,4,1,1,0,0,decrease
62e76762330b71d27bb9f45b,0,0,3,0,2,4,0,0,0,first
62e767a072b19f2a83d38938,0,0,6,0,6,6,0,0,0,decrease
62e7691f330b71d27bb9f472,1,1,5,2,5,2,0,2,0,decrease
62e76a2772b19f2a83d38955,3,0,0,-3,3,1,-3,1,2,first
62e76e41330b71d27bb9f4ab,2,3,4,3,4,2,0,0,0,first
62e76eee72b19f2a83d3898a,0,0,0,1,5,-1,0,0,0,first
62e76f7a72b19f2a83d38999,4,4,4,5,0,1,0,0,0,decrease
62e76f93330b71d27bb9f4c2,0,0,5,5,5,3,0,0,0,first
62e7700a330b71d27bb9f4ce,5,3,2,1,1,1,1,3,1,first
62e7706772b19f2a83d389aa,1,1,1,1,1,1,1,1,1,decrease
62e771e272b19f2a83d389c3,3,0,0,6,8,1,0,0,0,first
62e7726a72b19f2a83d389ce,1,1,1,1,1,1,1,1,1,decrease
62e7726f330b71d27bb9f4f6,0,0,18,0,0,0,0,0,0,decrease
62e773aa330b71d27bb9f516,4,4,-3,0,4,3,0,0,0,decrease
62e773aa330b71d27bb9f516,4,4,-3,0,4,3,0,0,0,decrease
62e7763372b19f2a83d38a0e,2,2,1,1,1,1,1,1,1,first
62e77b1772b19f2a83d38a36,3,3,2,2,3,1,2,2,0,decrease
62e77c4c330b71d27bb9f55c,0,0,10,6,2,0,0,0,0,first
62e77cc972b19f2a83d38a45,0,0,0,0,0,0,0,0,0,decrease
62e78034330b71d27bb9f582,6,8,4,0,0,0,0,0,0,decrease
62e784f272b19f2a83d38a82,0,2,4,3,0,2,0,2,2,first
62e79e7e330b71d27bb9f5c6,0,0,0,0,0,15,3,0,0,decrease
62e7a32a330b71d27bb9f5d4,0,6,2,4,6,0,0,0,0,decrease
62e7b4dd72b19f2a83d38ac7,2,2,3,2,2,7,0,0,0,first
62f568d5311b9c58ab6fff27,0,0,2,3,3,4,0,1,5,decrease
62f58143311b9c58ab6fff42,5,4,5,2,2,0,0,0,0,first
62f5843a311b9c58ab6fff47,0,0,0,0,0,0,-1,-1,1,first
