_id,pets,art,education,environment,health,human,international,faith,veteran,userId,time,completed,order
5e69c2f35b4cc647876e3803,1,1,6,6,5,2,1,-1,1,5e69bedb0f4ac1a30c21d5fe,04:51.5,5e69bedb0f4ac1a30c21d5fe,decrease
5e69d58f5b4cc647876e3820,3,3,5,3,4,3,2,-4,3,5e69d22b5b4cc647876e3813,24:15.9,5e69d22b5b4cc647876e3813,first
5e6a00830f4ac1a30c21d64c,2,2,5,5,6,3,2,1,0,5e69fc600f4ac1a30c21d63e,27:31.6,5e69fc600f4ac1a30c21d63e,decrease
5e6a09445b4cc647876e3860,1,1,5,2,5,1,1,5,5,5e6a04815b4cc647876e385a,04:52.4,5e6a04815b4cc647876e385a,decrease
5e6a18e35b4cc647876e3864,8,0,0,6,0,2,0,0,0,5e6a148e0f4ac1a30c21d661,11:31.3,5e6a148e0f4ac1a30c21d661,increase
5e6a30886e8059d110243a0e,4,2,6,0,5,1,1,4,3,5e6a2e326e8059d110243a0d,52:24.4,5e6a2e326e8059d110243a0d,first
5e6a7b829669a5e668ccf7d6,1,3,4,4,5,5,3,-2,1,5e6a75f424a351b3373d809f,12:18.9,5e6a75f424a351b3373d809f,decrease
5e6a80ca9669a5e668ccf7dd,3,2,-1,2,7,-1,-2,0,6,5e6a7e739669a5e668ccf7da,34:50.6,5e6a7e739669a5e668ccf7da,decrease
5e6a8c449669a5e668ccf7f3,4,0,3,2,2,3,0,8,0,5e6a89df9669a5e668ccf7e9,23:48.8,5e6a89df9669a5e668ccf7e9,increase
5e6a8db49669a5e668ccf7f7,3,2,5,3,6,3,2,-1,3,5e6a8b4024a351b3373d80b8,29:56.3,5e6a8b4024a351b3373d80b8,increase
5e6a9b079669a5e668ccf802,0,0,4,5,7,3,3,0,0,5e6a98329669a5e668ccf7fd,26:47.5,5e6a98329669a5e668ccf7fd,first
5e6ab98d24a351b3373d80ea,0,3,0,0,2,4,-1,0,1,5e6ab7489669a5e668ccf81e,37:01.4,5e6ab7489669a5e668ccf81e,first
5e6ad9c924a351b3373d8107,2,3,5,5,4,5,-1,0,0,5e6ad6f524a351b3373d80fb,54:33.5,5e6ad6f524a351b3373d80fb,decrease
5e6aeb0224a351b3373d8118,6,0,0,0,0,6,0,0,6,5e6ae81d9669a5e668ccf85e,08:02.9,5e6ae81d9669a5e668ccf85e,first
5e6af93c24a351b3373d812a,3,3,4,4,4,4,3,0,4,5e6af6be24a351b3373d8122,08:44.8,5e6af6be24a351b3373d8122,first
5e6afe5a9669a5e668ccf87f,1,1,4,3,4,5,3,0,4,5e6afb5d24a351b3373d812e,30:34.9,5e6afb5d24a351b3373d812e,first
5e6bb0e45f87134bc6854de6,5,1,4,5,2,4,2,1,4,5e6badd65f87134bc6854dce,12:20.6,5e6badd65f87134bc6854dce,first
5e6bb10fe7fba54c8c42aabb,3,0,0,0,2,1,0,7,0,5e6bae1be7fba54c8c42aaa8,13:03.3,5e6bae1be7fba54c8c42aaa8,decrease
5e6bb1e7e7fba54c8c42aac2,3,3,3,4,4,5,2,4,2,5e6bae475f87134bc6854dd0,16:39.7,5e6bae475f87134bc6854dd0,increase
5e6bb592e7fba54c8c42aad9,2,2,2,3,6,5,0,0,2,5e6bb344e7fba54c8c42aace,32:18.8,5e6bb344e7fba54c8c42aace,increase
5e6bb711e7fba54c8c42aae8,2,3,3,3,4,4,2,-3,4,5e6bb47d5f87134bc6854dfb,38:41.9,5e6bb47d5f87134bc6854dfb,first
5e6bba60e7fba54c8c42aafa,7,0,4,4,3,3,0,0,2,5e6bb62ae7fba54c8c42aae2,52:48.2,5e6bb62ae7fba54c8c42aae2,decrease
5e6bbe6e5f87134bc6854e3a,0,0,2,0,3,3,0,5,6,5e6bba82e7fba54c8c42aafb,10:06.5,5e6bba82e7fba54c8c42aafb,first
5e6bc0e65f87134bc6854e4c,9,3,1,1,4,0,0,0,0,5e6bbf4d5f87134bc6854e3f,20:38.3,5e6bbf4d5f87134bc6854e3f,decrease
5e6bc421e7fba54c8c42ab2e,1,2,5,5,5,3,2,-3,2,5e6bc0cf5f87134bc6854e4b,34:25.9,5e6bc0cf5f87134bc6854e4b,first
5e6bceea5f87134bc6854e84,0,0,5,0,0,0,0,0,3,5e6bcc7c5f87134bc6854e7d,20:26.4,5e6bcc7c5f87134bc6854e7d,decrease
5e6bd6a5e7fba54c8c42ab77,0,0,0,0,6,5,3,5,3,5e6bd47a5f87134bc6854e9d,53:25.4,5e6bd47a5f87134bc6854e9d,decrease
5e6bdc2fe7fba54c8c42ab8a,2,2,3,5,3,4,2,5,-2,5e6bd8015f87134bc6854eb2,17:03.1,5e6bd8015f87134bc6854eb2,first
5e6bee4fe7fba54c8c42abb4,1,0,5,7,4,3,2,0,2,5e6bebd1e7fba54c8c42abac,34:23.2,5e6bebd1e7fba54c8c42abac,first
5e6bf3f55f87134bc6854f06,6,1,-2,1,6,3,2,2,3,5e6bed32e7fba54c8c42abaf,58:29.5,5e6bed32e7fba54c8c42abaf,first
5e6bef01e7fba54c8c42abb8,4,0,5,4,4,5,0,-2,2,5e6beda15f87134bc6854eeb,37:21.8,5e6beda15f87134bc6854eeb,increase
5e6bf3d15f87134bc6854f05,0,2,5,2,7,5,0,0,0,5e6bf17b5f87134bc6854efe,57:53.2,5e6bf17b5f87134bc6854efe,first
5e6bf586e7fba54c8c42abce,0,0,0,7,4,4,0,0,3,5e6bf1a75f87134bc6854f00,05:10.9,5e6bf1a75f87134bc6854f00,increase
5e6c01e15f87134bc6854f29,5,2,4,6,3,2,2,1,3,5e6bfd795f87134bc6854f15,57:53.6,5e6bfd795f87134bc6854f15,first
5e6c05e75f87134bc6854f3b,2,2,4,6,4,3,3,-3,2,5e6c00dc5f87134bc6854f23,15:03.2,5e6c00dc5f87134bc6854f23,increase
5e6c0c935f87134bc6854f46,0,0,9,1,4,2,0,0,2,5e6c0b835f87134bc6854f43,43:31.0,5e6c0b835f87134bc6854f43,first
5e6c2a21e7fba54c8c42ac21,1,3,2,5,1,1,1,-8,1,5e6c2777e7fba54c8c42ac1e,49:38.0,5e6c2777e7fba54c8c42ac1e,decrease
5e6c3b87125b9a24d4862b5b,0,0,-6,0,-6,0,0,0,-6,5e6c38be89d932a3467d10c9,03:51.6,5e6c38be89d932a3467d10c9,first
5e6c50851b1ab957b9f0e81c,2,2,2,1,3,2,1,4,4,5e6c4ce51b1ab957b9f0e81a,33:25.3,5e6c4ce51b1ab957b9f0e81a,first
5e6c7afa1574cbb57f47bcb2,4,0,0,0,0,0,0,0,9,5e6c77871574cbb57f47bcae,34:34.5,5e6c77871574cbb57f47bcae,first
5e6ce96fedaf169ff3243e6b,3,2,2,2,2,0,0,0,0,5e6ce5c1edaf169ff3243e69,25:51.3,5e6ce5c1edaf169ff3243e69,increase
5e6d3674c91d66cc5511402e,9,0,1,0,1,0,0,-5,0,5e6d32a6878130d7d979b3ac,54:28.1,5e6d32a6878130d7d979b3ac,increase
5e6d3a16c91d66cc5511403b,4,2,4,2,4,4,2,0,5,5e6d375bc91d66cc55114032,09:58.8,5e6d375bc91d66cc55114032,first
5e6d3d2d878130d7d979b3ca,2,-2,5,4,5,5,0,0,3,5e6d39e3c91d66cc5511403a,23:09.3,5e6d39e3c91d66cc5511403a,first
5e6d489d878130d7d979b3df,3,1,4,6,4,2,2,-4,2,5e6d45a2878130d7d979b3db,11:57.5,5e6d45a2878130d7d979b3db,first
5e6d4d43c91d66cc5511405e,2,0,7,6,1,0,0,0,4,5e6d4a21878130d7d979b3e2,31:47.8,5e6d4a21878130d7d979b3e2,first
5e6d5373c91d66cc55114062,0,0,0,0,7,5,0,0,3,5e6d4fa3878130d7d979b3ec,58:11.8,5e6d4fa3878130d7d979b3ec,decrease
5e6d5b57878130d7d979b3fb,2,1,3,3,3,6,1,3,1,5e6d5717878130d7d979b3f6,31:51.7,5e6d5717878130d7d979b3f6,decrease
5e6d6752878130d7d979b40a,2,2,4,4,7,2,2,1,2,5e6d648d878130d7d979b405,22:59.0,5e6d648d878130d7d979b405,first
5e6d787978f1e9809b6cc4b1,4,0,5,4,5,4,1,0,2,5e6d75b72d83860302215fe1,36:09.9,5e6d75b72d83860302215fe1,increase
5e6d9386cadc6ed319c439b2,4,0,4,0,5,5,1,0,5,5e6d8ff2cadc6ed319c439ae,31:34.1,5e6d8ff2cadc6ed319c439ae,increase
5e6db92c3a8acbe9bf29d0c6,3,3,5,2,1,2,-3,4,2,5e6db77d8b97f3535be098f6,12:13.0,5e6db77d8b97f3535be098f6,first
5e6dfb4fef8c6a9eb1e6c4ad,2,3,4,2,5,5,2,2,4,5e6df67fef8c6a9eb1e6c4a9,54:23.6,5e6df67fef8c6a9eb1e6c4a9,decrease
5e6e34bdb7d6cc19cd9de302,2,5,5,4,4,3,3,-1,1,5e6e338494fc2cc99801cd73,59:25.4,5e6e338494fc2cc99801cd73,first
5e701b4276e558fd22a98981,0,1,2,0,3,0,0,9,3,5e7018f99e949d0e7a0191a2,35:14.4,5e7018f99e949d0e7a0191a2,first
5e7203829a33db639218b8f5,0,0,0,6,5,0,0,2,4,5e7200af9a33db639218b8f3,18:26.5,5e7200af9a33db639218b8f3,first
