_id,pets,art,education,environment,health,human,international,faith,veteran,userId,time,completed,order
5e62c631ef25df51135385ae,2,0,0,5,1,2,0,0,1,5e62c4156ffda4487364f751,52:49.9,5e62c4156ffda4487364f751,first
5e63ff50b7375d865ecb6e5e,2,1,3,2,2,3,1,1,1,5e63fde404f53cb40efd2cdb,08:48.9,5e63fde404f53cb40efd2cdb,first
5e641244789957f84988d13f,1,1,0,3,2,2,2,-3,-2,5e640f2eae7e33fbc93cdd09,29:41.0,5e640f2eae7e33fbc93cdd09,decrease
5e6411c4789957f84988d137,1,2,2,1,3,4,1,0,0,5e640f66ae7e33fbc93cdd0b,27:32.6,5e640f66ae7e33fbc93cdd0b,decrease
5e6417c1789957f84988d147,1,1,3,2,3,3,1,0,1,5e64113fae7e33fbc93cdd10,53:05.3,5e64113fae7e33fbc93cdd10,decrease
5e648e5f50d5f58e62524cc0,1,2,2,-1,1,1,0,0,1,5e6488ec23530f5bd5b24194,19:11.6,5e6488ec23530f5bd5b24194,decrease
5e64b1e554fc700d6d481f5b,2,0,0,0,-4,-4,0,0,0,5e64adba54fc700d6d481f58,50:45.6,5e64adba54fc700d6d481f58,decrease
5e64b4d054fc700d6d481f5f,2,1,1,3,3,2,0,-1,2,5e64b02354fc700d6d481f59,03:12.4,5e64b02354fc700d6d481f59,decrease
5e64df2af1e90e2fed0f2374,1,1,3,4,2,-1,-1,-1,0,5e64db6e8fa94cf0fc4d2da8,03:54.6,5e64db6e8fa94cf0fc4d2da8,first
5e64f1fc15730e913ec09a33,2,1,1,2,3,3,1,-2,1,5e64eeea15730e913ec09a2f,24:12.7,5e64eeea15730e913ec09a2f,first
5e64fa0015730e913ec09a3d,-3,-2,0,-3,-3,-2,0,0,0,5e64f7239472cb582b7b95cd,58:24.2,5e64f7239472cb582b7b95cd,decrease
5e6523b1b07dd22d67cbf0eb,3,0,1,0,2,3,0,0,3,5e6520fbb07dd22d67cbf0e7,56:17.3,5e6520fbb07dd22d67cbf0e7,first
5e6529885e86b96e9cad592a,1,1,1,5,2,1,1,-1,1,5e6526795e86b96e9cad5926,21:13.0,5e6526795e86b96e9cad5926,first
5e653a79b07dd22d67cbf0f8,0,0,0,0,-3,-4,0,0,-3,5e653707b07dd22d67cbf0f5,33:29.4,5e653707b07dd22d67cbf0f5,first
5e65af63c7e3ac57bd77be9b,0,0,0,4,0,0,0,0,0,5e65ad384bf44833d0d2d9da,52:19.1,5e65ad384bf44833d0d2d9da,first
5e65bab84bf44833d0d2d9e1,3,2,1,2,0,0,-2,0,0,5e65b7944bf44833d0d2d9df,40:40.1,5e65b7944bf44833d0d2d9df,decrease
5e661daf6bfc85c26cd5cdbb,1,-1,4,3,2,1,-1,-1,1,5e661b7d161ce7a7758cdadb,42:55.0,5e661b7d161ce7a7758cdadb,first
5e663f89eaa71621a7de9991,1,0,3,4,3,1,0,0,0,5e663c7f4e03dda6b1aa364d,07:21.3,5e663c7f4e03dda6b1aa364d,decrease
5e6645d14e03dda6b1aa3657,0,0,0,0,6,0,0,0,0,5e6643734e03dda6b1aa3654,34:09.4,5e6643734e03dda6b1aa3654,first
5e664faaeaa71621a7de999d,2,2,2,2,2,2,1,3,1,5e664d92eaa71621a7de9996,16:10.4,5e664d92eaa71621a7de9996,first
5e6656394e03dda6b1aa366d,1,0,3,3,2,2,2,-1,2,5e665300eaa71621a7de99a4,44:09.1,5e665300eaa71621a7de99a4,first
5e6656aa4e03dda6b1aa366e,0,2,2,3,3,2,2,-1,1,5e66536aeaa71621a7de99a5,46:02.4,5e66536aeaa71621a7de99a5,first
5e6695847fe078efda8b9029,0,1,2,2,3,3,2,1,2,5e66931f64d96d0f05e1fee1,14:13.0,5e66931f64d96d0f05e1fee1,first
5e66c170f309595c74d4fdb3,0,2,2,3,2,0,0,0,0,5e66be8e6f15e952fff7f426,21:36.9,5e66be8e6f15e952fff7f426,first
5e679a54d7fac4629a2d3a56,0,0,3,0,4,1,0,0,2,5e679806cf42b30c2a2a92ab,47:00.9,5e679806cf42b30c2a2a92ab,decrease
5e679a71d7fac4629a2d3a58,2,1,2,4,0,3,0,0,0,5e67984fd7fac4629a2d3a50,47:29.5,5e67984fd7fac4629a2d3a50,decrease
5e67f7274cb6e4474b63ab41,1,1,3,1,2,3,1,0,3,5e67e77601cfd97a4a60f99d,23:03.7,5e67e77601cfd97a4a60f99d,first
5e6813cb4cb6e4474b63ab56,4,3,1,2,1,1,1,0,0,5e680f034cb6e4474b63ab4f,25:15.9,5e680f034cb6e4474b63ab4f,decrease
5e681b7ea5ec673284bf2fce,2,1,2,1,4,2,1,0,2,5e68175b4cb6e4474b63ab5d,58:06.9,5e68175b4cb6e4474b63ab5d,first
5e6833a097370349abe9e4e8,1,2,2,2,4,2,1,1,1,5e68316945f62f90eca9b0ba,41:04.5,5e68316945f62f90eca9b0ba,first
5e683a4097370349abe9e4f0,0,0,2,0,4,4,0,0,0,5e6836f197370349abe9e4eb,09:20.3,5e6836f197370349abe9e4eb,decrease
5e683ecc97370349abe9e4f2,2,0,2,0,5,1,0,0,1,5e68386f45f62f90eca9b0be,28:44.5,5e68386f45f62f90eca9b0be,decrease
5e68417797370349abe9e4f5,3,2,1,3,2,1,0,1,1,5e683f2197370349abe9e4f3,40:07.0,5e683f2197370349abe9e4f3,first
5e684a2545f62f90eca9b0d6,0,0,3,1,4,3,0,0,0,5e6847ac97370349abe9e4f7,17:09.2,5e6847ac97370349abe9e4f7,decrease
5e684b1397370349abe9e501,3,1,1,2,1,1,-2,-2,3,5e68494497370349abe9e4fb,21:07.6,5e68494497370349abe9e4fb,decrease
5e684c4697370349abe9e508,0,0,3,3,1,2,0,0,3,5e684a7d45f62f90eca9b0d9,26:14.1,5e684a7d45f62f90eca9b0d9,first
5e684e1e45f62f90eca9b0e6,2,0,1,3,4,1,2,0,0,5e684c0297370349abe9e504,34:06.5,5e684c0297370349abe9e504,decrease
5e689adc97370349abe9e557,1,0,4,1,4,1,0,0,1,5e68970d97370349abe9e54d,01:32.9,5e68970d97370349abe9e54d,decrease
5e689a9145f62f90eca9b125,0,0,3,3,3,0,3,0,0,5e68978e45f62f90eca9b11c,00:17.8,5e68978e45f62f90eca9b11c,decrease
5e68bffb45f62f90eca9b148,2,2,3,0,2,2,0,3,1,5e68bb6545f62f90eca9b13f,39:55.0,5e68bb6545f62f90eca9b13f,first
5e68c05397370349abe9e57d,2,0,2,0,3,2,0,0,3,5e68bdd045f62f90eca9b145,41:23.4,5e68bdd045f62f90eca9b145,first
5e68d56345f62f90eca9b167,1,0,2,4,2,0,1,1,3,5e68d2ea45f62f90eca9b162,11:15.8,5e68d2ea45f62f90eca9b162,first
5e68e41b97370349abe9e5ae,1,2,3,2,3,2,1,-1,1,5e68e06645f62f90eca9b176,14:03.4,5e68e06645f62f90eca9b176,decrease
5e69112745f62f90eca9b1aa,1,1,3,1,3,3,1,1,2,5e690de245f62f90eca9b1a3,26:15.4,5e690de245f62f90eca9b1a3,decrease
5e6911e045f62f90eca9b1b0,2,0,3,2,3,0,0,0,3,5e690e5a97370349abe9e5de,29:20.2,5e690e5a97370349abe9e5de,decrease
5e69175445f62f90eca9b1b6,1,0,0,3,3,4,0,0,0,5e69140a97370349abe9e5e6,52:36.9,5e69140a97370349abe9e5e6,decrease
5e6975fb7f3f6b78b44bd2cb,1,0,1,0,3,3,4,0,0,5e6974d17f3f6b78b44bd2c7,36:27.2,5e6974d17f3f6b78b44bd2c7,decrease
5e69b6430f4ac1a30c21d5ee,0,0,2,1,2,4,0,-2,-2,5e69b09f0f4ac1a30c21d5eb,10:43.6,5e69b09f0f4ac1a30c21d5eb,first
5e69bbfc5b4cc647876e37f4,1,2,2,4,3,0,0,1,1,5e69b9d65b4cc647876e37f0,35:08.2,5e69b9d65b4cc647876e37f0,first
5e69bf1e0f4ac1a30c21d601,2,2,1,2,4,2,1,1,1,5e69bb4d5b4cc647876e37f2,48:30.1,5e69bb4d5b4cc647876e37f2,decrease
5e69d55b5b4cc647876e381f,0,0,0,0,2,2,0,0,5,5e69d1455b4cc647876e3811,23:23.2,5e69d1455b4cc647876e3811,decrease
5e69d66f5b4cc647876e3823,2,1,3,2,3,2,1,-1,1,5e69d22b5b4cc647876e3813,27:59.3,5e69d22b5b4cc647876e3813,decrease
5e69fe9e0f4ac1a30c21d646,3,0,0,3,3,2,0,2,0,5e69fc105b4cc647876e3846,19:26.6,5e69fc105b4cc647876e3846,decrease
5e6a17ef0f4ac1a30c21d664,4,1,0,3,0,3,0,0,0,5e6a148e0f4ac1a30c21d661,07:27.4,5e6a148e0f4ac1a30c21d661,first
5e6a6c709669a5e668ccf7c2,1,1,3,0,0,0,0,1,4,5e6a69e624a351b3373d8094,08:00.3,5e6a69e624a351b3373d8094,first
