_id,pets,art,education,environment,health,human,international,faith,veteran,userId,time,completed,order
5e62c6856ffda4487364f755,5,2,3,13,6,5,6,0,4,5e62c4156ffda4487364f751,54:13.6,5e62c4156ffda4487364f751,increase
5e62cc696ffda4487364f758,7,3,3,2,3,-12,-5,3,4,5e62c99c6ffda4487364f757,19:21.1,5e62c99c6ffda4487364f757,first
5e62d7496ffda4487364f763,6,0,7,3,12,4,0,5,6,5e62d3746ffda4487364f760,05:45.1,5e62d3746ffda4487364f760,increase
5e63669a169182538ed7dc66,5,5,9,9,7,4,3,0,5,5e6363eaab9c7a51ed5b57e2,17:14.3,5e6363eaab9c7a51ed5b57e2,increase
5e6411e9789957f84988d139,5,6,4,7,7,6,5,-7,-4,5e640f2eae7e33fbc93cdd09,28:09.9,5e640f2eae7e33fbc93cdd09,first
5e641293ae7e33fbc93cdd14,3,3,3,7,7,8,7,-9,1,5e641122789957f84988d131,30:59.7,5e641122789957f84988d131,increase
5e641759ae7e33fbc93cdd1f,3,3,9,7,10,7,3,0,3,5e64113fae7e33fbc93cdd10,51:21.4,5e64113fae7e33fbc93cdd10,first
5e642a6f64a3fd81b68688f8,7,7,0,10,8,7,0,0,0,5e642789227b657a749950e5,12:47.2,5e642789227b657a749950e5,first
5e648dca50d5f58e62524cbf,1,4,10,5,5,6,0,-2,0,5e6488ec23530f5bd5b24194,16:42.7,5e6488ec23530f5bd5b24194,first
5e64e010f1e90e2fed0f2375,6,5,8,10,8,-2,-3,-4,0,5e64db6e8fa94cf0fc4d2da8,07:44.3,5e64db6e8fa94cf0fc4d2da8,increase
5e64f29015730e913ec09a34,6,2,5,7,5,7,3,-1,4,5e64eeea15730e913ec09a2f,26:40.7,5e64eeea15730e913ec09a2f,increase
