,userId,condition,order,topic_1,topic_1_val_vote,topic_2,topic_2_val_vote,vote_diff,vote_diff_norm,vote_diff_ordinal,topic_1_val_donation,topic_2_val_donation,donation_diff,total_spent,donation_diff_norm,condition_id
8643,5e6d5b54878130d7d979b3fa,qv36_c,decrease,pets,0,education,3,-9.0,-0.25,,2,7,-5,31,-0.16129032258064513,9
8644,5e6d75b078f1e9809b6cc4aa,qv36_c,first,pets,0,education,3,-9.0,-0.25,,0,2,-2,17,-0.11764705882352944,9
8645,5e6d75b72d83860302215fe1,qv36_c,first,pets,2,education,2,0.0,0.0,,20,0,20,35,0.5714285714285714,9
8646,5e6d8ff2cadc6ed319c439ae,qv36_c,first,pets,2,education,3,-5.0,-0.13888888888888884,,5,0,5,15,0.33333333333333326,9
8647,5e7018f99e949d0e7a0191a2,qv36_c,decrease,pets,0,education,3,-9.0,-0.25,,0,5,-5,15,-0.33333333333333337,9
8648,5e62c4156ffda4487364f751,qv36_c,first,pets,2,environment,5,-21.0,-0.5833333333333333,,0,5,-5,5,-1.0,9
8649,5e640f2eae7e33fbc93cdd09,qv36_c,decrease,pets,1,environment,3,-8.0,-0.2222222222222222,,0,0,0,10,0.0,9
8650,5e64113fae7e33fbc93cdd10,qv36_c,decrease,pets,1,environment,2,-3.0,-0.08333333333333337,,10,10,0,35,0.0,9
8651,5e6488ec23530f5bd5b24194,qv36_c,decrease,pets,1,environment,-1,0.0,0.0,,0,0,0,4,0.0,9
8652,5e64adba54fc700d6d481f58,qv36_c,decrease,pets,2,environment,0,4.0,0.11111111111111116,,5,0,5,10,0.5,9
8653,5e64db6e8fa94cf0fc4d2da8,qv36_c,first,pets,1,environment,4,-15.0,-0.41666666666666663,,0,10,-10,10,-1.0,9
8654,5e64eeea15730e913ec09a2f,qv36_c,first,pets,2,environment,2,0.0,0.0,,0,0,0,35,0.0,9
8655,5e64f7239472cb582b7b95cd,qv36_c,decrease,pets,-3,environment,-3,0.0,0.0,,0,5,-5,5,-1.0,9
8656,5e6520fbb07dd22d67cbf0e7,qv36_c,first,pets,3,environment,0,9.0,0.25,,25,0,25,25,1.0,9
8657,5e65b7944bf44833d0d2d9df,qv36_c,decrease,pets,3,environment,2,5.0,0.13888888888888884,,10,0,10,10,1.0,9
8658,5e663c7f4e03dda6b1aa364d,qv36_c,decrease,pets,1,environment,4,-15.0,-0.41666666666666663,,1,1,0,2,0.0,9
8659,5e665300eaa71621a7de99a4,qv36_c,first,pets,1,environment,3,-8.0,-0.2222222222222222,,0,2,-2,4,-0.5,9
8660,5e66931f64d96d0f05e1fee1,qv36_c,first,pets,0,environment,2,-4.0,-0.11111111111111116,,0,5,-5,20,-0.25,9
8661,5e66be8e6f15e952fff7f426,qv36_c,first,pets,0,environment,3,-9.0,-0.25,,0,5,-5,25,-0.19999999999999996,9
8662,5e679806cf42b30c2a2a92ab,qv36_c,decrease,pets,0,environment,0,0.0,0.0,,0,0,0,10,0.0,9
8663,5e67984fd7fac4629a2d3a50,qv36_c,decrease,pets,2,environment,4,-12.0,-0.33333333333333337,,0,10,-10,35,-0.2857142857142857,9
8664,5e67e77601cfd97a4a60f99d,qv36_c,first,pets,1,environment,1,0.0,0.0,,0,0,0,6,0.0,9
8665,5e680f034cb6e4474b63ab4f,qv36_c,decrease,pets,4,environment,2,12.0,0.33333333333333326,,10,4,6,35,0.17142857142857149,9
8666,5e68175b4cb6e4474b63ab5d,qv36_c,first,pets,2,environment,1,3.0,0.08333333333333326,,1,0,1,14,0.0714285714285714,9
8667,5e6836f197370349abe9e4eb,qv36_c,decrease,pets,0,environment,0,0.0,0.0,,0,0,0,10,0.0,9
8668,5e68386f45f62f90eca9b0be,qv36_c,decrease,pets,2,environment,0,4.0,0.11111111111111116,,15,0,15,15,1.0,9
8669,5e683f2197370349abe9e4f3,qv36_c,first,pets,3,environment,3,0.0,0.0,,10,5,5,35,0.1428571428571428,9
8670,5e6847ac97370349abe9e4f7,qv36_c,decrease,pets,0,environment,1,-1.0,-0.02777777777777779,,1,0,1,2,0.5,9
8671,5e684a7d45f62f90eca9b0d9,qv36_c,first,pets,0,environment,3,-9.0,-0.25,,0,5,-5,20,-0.25,9
8672,5e68970d97370349abe9e54d,qv36_c,decrease,pets,1,environment,1,0.0,0.0,,4,4,0,35,0.0,9
8673,5e68bdd045f62f90eca9b145,qv36_c,first,pets,2,environment,0,4.0,0.11111111111111116,,10,3,7,28,0.25,9
8674,5e68e06645f62f90eca9b176,qv36_c,decrease,pets,1,environment,2,-3.0,-0.08333333333333337,,0,0,0,5,0.0,9
8675,5e690de245f62f90eca9b1a3,qv36_c,decrease,pets,1,environment,1,0.0,0.0,,5,3,2,35,0.05714285714285716,9
8676,5e690e5a97370349abe9e5de,qv36_c,decrease,pets,2,environment,2,0.0,0.0,,5,0,5,25,0.19999999999999996,9
8677,5e6974d17f3f6b78b44bd2c7,qv36_c,decrease,pets,1,environment,0,1.0,0.02777777777777768,,0,0,0,30,0.0,9
8678,5e69b9d65b4cc647876e37f0,qv36_c,first,pets,1,environment,4,-15.0,-0.41666666666666663,,2,2,0,18,0.0,9
8679,5e69bb4d5b4cc647876e37f2,qv36_c,decrease,pets,2,environment,2,0.0,0.0,,0,0,0,15,0.0,9
8680,5e69d1455b4cc647876e3811,qv36_c,decrease,pets,0,environment,0,0.0,0.0,,0,0,0,10,0.0,9
8681,5e69d22b5b4cc647876e3813,qv36_c,decrease,pets,2,environment,2,0.0,0.0,,0,0,0,30,0.0,9
8682,5e69fc105b4cc647876e3846,qv36_c,decrease,pets,3,environment,3,0.0,0.0,,10,10,0,35,0.0,9
8683,5e6a148e0f4ac1a30c21d661,qv36_c,first,pets,4,environment,3,7.0,0.19444444444444442,,0,2,-2,5,-0.4,9
8684,5e6a69e624a351b3373d8094,qv36_c,first,pets,1,environment,0,1.0,0.02777777777777768,,0,0,0,10,0.0,9
8685,5e6a76d09669a5e668ccf7ce,qv36_c,decrease,pets,1,environment,1,0.0,0.0,,0,0,0,5,0.0,9
8686,5e6a89df9669a5e668ccf7e9,qv36_c,first,pets,2,environment,1,3.0,0.08333333333333326,,5,5,0,15,0.0,9
8687,5e6a99c39669a5e668ccf7ff,qv36_c,first,pets,1,environment,2,-3.0,-0.08333333333333337,,3,0,3,23,0.13043478260869557,9
8688,5e6ab03024a351b3373d80df,qv36_c,first,pets,2,environment,3,-5.0,-0.13888888888888884,,2,2,0,8,0.0,9
8689,5e6ad97e24a351b3373d8104,qv36_c,first,pets,3,environment,-1,8.0,0.22222222222222232,,10,0,10,35,0.2857142857142858,9
8690,5e6ae5a19669a5e668ccf85a,qv36_c,first,pets,3,environment,3,0.0,0.0,,5,0,5,10,0.5,9
8691,5e6b28d59669a5e668ccf892,qv36_c,decrease,pets,3,environment,2,5.0,0.13888888888888884,,5,4,1,29,0.034482758620689724,9
8692,5e6bad49e7fba54c8c42aaa4,qv36_c,first,pets,1,environment,2,-3.0,-0.08333333333333337,,1,1,0,6,0.0,9
8693,5e6bae475f87134bc6854dd0,qv36_c,first,pets,1,environment,2,-3.0,-0.08333333333333337,,0,5,-5,10,-0.5,9
8694,5e6bb2b65f87134bc6854df6,qv36_c,first,pets,0,environment,0,0.0,0.0,,0,0,0,17,0.0,9
8695,5e6bb344e7fba54c8c42aace,qv36_c,first,pets,0,environment,3,-9.0,-0.25,,0,0,0,1,0.0,9
8696,5e6bb5d25f87134bc6854e03,qv36_c,decrease,pets,0,environment,2,-4.0,-0.11111111111111116,,0,0,0,5,0.0,9
