,userId,condition,order,topic_1,topic_1_val,topic_2,topic_2_val,vote_diff
90,5e679806cf42b30c2a2a92ab,qv36,decrease,pets,0,education,3,-3
91,5e67984fd7fac4629a2d3a50,qv36,decrease,pets,2,education,2,0
92,5e67e77601cfd97a4a60f99d,qv36,first,pets,1,education,3,-2
93,5e680f034cb6e4474b63ab4f,qv36,decrease,pets,4,education,1,3
94,5e68175b4cb6e4474b63ab5d,qv36,first,pets,2,education,2,0
95,5e6836f197370349abe9e4eb,qv36,decrease,pets,0,education,2,-2
96,5e68386f45f62f90eca9b0be,qv36,decrease,pets,2,education,2,0
97,5e683f2197370349abe9e4f3,qv36,first,pets,3,education,1,2
98,5e6847ac97370349abe9e4f7,qv36,decrease,pets,0,education,3,-3
99,5e684a7d45f62f90eca9b0d9,qv36,first,pets,0,education,3,-3
100,5e68970d97370349abe9e54d,qv36,decrease,pets,1,education,4,-3
101,5e68bdd045f62f90eca9b145,qv36,first,pets,2,education,2,0
102,5e68e06645f62f90eca9b176,qv36,decrease,pets,1,education,3,-2
103,5e690de245f62f90eca9b1a3,qv36,decrease,pets,1,education,3,-2
104,5e690e5a97370349abe9e5de,qv36,decrease,pets,2,education,3,-1
105,5e6974d17f3f6b78b44bd2c7,qv36,decrease,pets,1,education,1,0
106,5e69b9d65b4cc647876e37f0,qv36,first,pets,1,education,2,-1
107,5e69bb4d5b4cc647876e37f2,qv36,decrease,pets,2,education,1,1
108,5e69d1455b4cc647876e3811,qv36,decrease,pets,0,education,0,0
109,5e69d22b5b4cc647876e3813,qv36,decrease,pets,2,education,3,-1
110,5e69fc105b4cc647876e3846,qv36,decrease,pets,3,education,0,3
111,5e6a148e0f4ac1a30c21d661,qv36,first,pets,4,education,0,4
112,5e6a69e624a351b3373d8094,qv36,first,pets,1,education,3,-2
113,5e6a76d09669a5e668ccf7ce,qv36,decrease,pets,1,education,2,-1
114,5e6a89df9669a5e668ccf7e9,qv36,first,pets,2,education,2,0
115,5e6a99c39669a5e668ccf7ff,qv36,first,pets,1,education,3,-2
116,5e6ab03024a351b3373d80df,qv36,first,pets,2,education,2,0
117,5e6ad97e24a351b3373d8104,qv36,first,pets,3,education,-3,6
118,5e6ae5a19669a5e668ccf85a,qv36,first,pets,3,education,2,1
119,5e6b28d59669a5e668ccf892,qv36,decrease,pets,3,education,1,2
120,5e6bad49e7fba54c8c42aaa4,qv36,first,pets,1,education,2,-1
121,5e6bae475f87134bc6854dd0,qv36,first,pets,1,education,1,0
122,5e6bb2b65f87134bc6854df6,qv36,first,pets,0,education,0,0
123,5e6bb344e7fba54c8c42aace,qv36,first,pets,0,education,0,0
124,5e6bb5d25f87134bc6854e03,qv36,decrease,pets,0,education,2,-2
125,5e6bba82e7fba54c8c42aafb,qv36,decrease,pets,0,education,0,0
126,5e6bc1ac5f87134bc6854e53,qv36,first,pets,0,education,3,-3
127,5e6bc9dd5f87134bc6854e75,qv36,first,pets,2,education,1,1
128,5e6bd41fe7fba54c8c42ab69,qv36,decrease,pets,0,education,0,0
129,5e6bd8015f87134bc6854eb2,qv36,decrease,pets,2,education,2,0
130,5e6bed32e7fba54c8c42abaf,qv36,decrease,pets,3,education,-1,4
131,5e6beda15f87134bc6854eeb,qv36,first,pets,2,education,3,-1
132,5e6bf17b5f87134bc6854efe,qv36,decrease,pets,0,education,2,-2
133,5e6bf1a75f87134bc6854f00,qv36,first,pets,0,education,1,-1
134,5e6bf850e7fba54c8c42abd8,qv36,decrease,pets,0,education,3,-3
135,5e6bff66e7fba54c8c42abe8,qv36,first,pets,2,education,3,-1
136,5e6c00dc5f87134bc6854f23,qv36,first,pets,1,education,2,-1
137,5e6c0ea95f87134bc6854f49,qv36,decrease,pets,0,education,4,-4
138,5e6c21995f87134bc6854f51,qv36,decrease,pets,0,education,0,0
139,5e6c4ce51b1ab957b9f0e81a,qv36,decrease,pets,0,education,0,0
140,5e6c84b21574cbb57f47bcb5,qv36,first,pets,0,education,1,-1
141,5e6ce5c1edaf169ff3243e69,qv36,first,pets,2,education,0,2
142,5e6d32a6878130d7d979b3ac,qv36,first,pets,5,education,1,4
143,5e6d375bc91d66cc55114032,qv36,decrease,pets,2,education,2,0
144,5e6d3aaa878130d7d979b3be,qv36,first,pets,1,education,3,-2
145,5e6d4719878130d7d979b3de,qv36,decrease,pets,3,education,3,0
146,5e6d4a21878130d7d979b3e2,qv36,decrease,pets,0,education,5,-5
147,5e6d5b54878130d7d979b3fa,qv36,decrease,pets,0,education,3,-3
148,5e6d75b078f1e9809b6cc4aa,qv36,first,pets,0,education,3,-3
149,5e6d75b72d83860302215fe1,qv36,first,pets,2,education,2,0
150,5e6d8ff2cadc6ed319c439ae,qv36,first,pets,2,education,3,-1
151,5e7018f99e949d0e7a0191a2,qv36,decrease,pets,0,education,3,-3
152,5e62c4156ffda4487364f751,qv36,first,pets,2,environment,5,-3
153,5e640f2eae7e33fbc93cdd09,qv36,decrease,pets,1,environment,3,-2
154,5e64113fae7e33fbc93cdd10,qv36,decrease,pets,1,environment,2,-1
155,5e6488ec23530f5bd5b24194,qv36,decrease,pets,1,environment,-1,2
156,5e64adba54fc700d6d481f58,qv36,decrease,pets,2,environment,0,2
157,5e64db6e8fa94cf0fc4d2da8,qv36,first,pets,1,environment,4,-3
158,5e64eeea15730e913ec09a2f,qv36,first,pets,2,environment,2,0
159,5e64f7239472cb582b7b95cd,qv36,decrease,pets,-3,environment,-3,0
160,5e6520fbb07dd22d67cbf0e7,qv36,first,pets,3,environment,0,3
161,5e65b7944bf44833d0d2d9df,qv36,decrease,pets,3,environment,2,1
162,5e663c7f4e03dda6b1aa364d,qv36,decrease,pets,1,environment,4,-3
163,5e665300eaa71621a7de99a4,qv36,first,pets,1,environment,3,-2
164,5e66931f64d96d0f05e1fee1,qv36,first,pets,0,environment,2,-2
165,5e66be8e6f15e952fff7f426,qv36,first,pets,0,environment,3,-3
166,5e679806cf42b30c2a2a92ab,qv36,decrease,pets,0,environment,0,0
167,5e67984fd7fac4629a2d3a50,qv36,decrease,pets,2,environment,4,-2
168,5e67e77601cfd97a4a60f99d,qv36,first,pets,1,environment,1,0
169,5e680f034cb6e4474b63ab4f,qv36,decrease,pets,4,environment,2,2
170,5e68175b4cb6e4474b63ab5d,qv36,first,pets,2,environment,1,1
171,5e6836f197370349abe9e4eb,qv36,decrease,pets,0,environment,0,0
172,5e68386f45f62f90eca9b0be,qv36,decrease,pets,2,environment,0,2
173,5e683f2197370349abe9e4f3,qv36,first,pets,3,environment,3,0
174,5e6847ac97370349abe9e4f7,qv36,decrease,pets,0,environment,1,-1
175,5e684a7d45f62f90eca9b0d9,qv36,first,pets,0,environment,3,-3
176,5e68970d97370349abe9e54d,qv36,decrease,pets,1,environment,1,0
177,5e68bdd045f62f90eca9b145,qv36,first,pets,2,environment,0,2
178,5e68e06645f62f90eca9b176,qv36,decrease,pets,1,environment,2,-1
179,5e690de245f62f90eca9b1a3,qv36,decrease,pets,1,environment,1,0
180,5e690e5a97370349abe9e5de,qv36,decrease,pets,2,environment,2,0
181,5e6974d17f3f6b78b44bd2c7,qv36,decrease,pets,1,environment,0,1
182,5e69b9d65b4cc647876e37f0,qv36,first,pets,1,environment,4,-3
183,5e69bb4d5b4cc647876e37f2,qv36,decrease,pets,2,environment,2,0
184,5e69d1455b4cc647876e3811,qv36,decrease,pets,0,environment,0,0
185,5e69d22b5b4cc647876e3813,qv36,decrease,pets,2,environment,2,0
186,5e69fc105b4cc647876e3846,qv36,decrease,pets,3,environment,3,0
187,5e6a148e0f4ac1a30c21d661,qv36,first,pets,4,environment,3,1
188,5e6a69e624a351b3373d8094,qv36,first,pets,1,environment,0,1
189,5e6a76d09669a5e668ccf7ce,qv36,decrease,pets,1,environment,1,0
190,5e6a89df9669a5e668ccf7e9,qv36,first,pets,2,environment,1,1
191,5e6a99c39669a5e668ccf7ff,qv36,first,pets,1,environment,2,-1
192,5e6ab03024a351b3373d80df,qv36,first,pets,2,environment,3,-1
193,5e6ad97e24a351b3373d8104,qv36,first,pets,3,environment,-1,4
194,5e6ae5a19669a5e668ccf85a,qv36,first,pets,3,environment,3,0
195,5e6b28d59669a5e668ccf892,qv36,decrease,pets,3,environment,2,1
196,5e6bad49e7fba54c8c42aaa4,qv36,first,pets,1,environment,2,-1
197,5e6bae475f87134bc6854dd0,qv36,first,pets,1,environment,2,-1
198,5e6bb2b65f87134bc6854df6,qv36,first,pets,0,environment,0,0
199,5e6bb344e7fba54c8c42aace,qv36,first,pets,0,environment,3,-3
200,5e6bb5d25f87134bc6854e03,qv36,decrease,pets,0,environment,2,-2
201,5e6bba82e7fba54c8c42aafb,qv36,decrease,pets,0,environment,0,0
202,5e6bc1ac5f87134bc6854e53,qv36,first,pets,0,environment,3,-3
203,5e6bc9dd5f87134bc6854e75,qv36,first,pets,2,environment,3,-1
204,5e6bd41fe7fba54c8c42ab69,qv36,decrease,pets,0,environment,0,0
205,5e6bd8015f87134bc6854eb2,qv36,decrease,pets,2,environment,2,0
206,5e6bed32e7fba54c8c42abaf,qv36,decrease,pets,3,environment,0,3
207,5e6beda15f87134bc6854eeb,qv36,first,pets,2,environment,2,0
208,5e6bf17b5f87134bc6854efe,qv36,decrease,pets,0,environment,2,-2
209,5e6bf1a75f87134bc6854f00,qv36,first,pets,0,environment,4,-4
210,5e6bf850e7fba54c8c42abd8,qv36,decrease,pets,0,environment,3,-3
211,5e6bff66e7fba54c8c42abe8,qv36,first,pets,2,environment,1,1
212,5e6c00dc5f87134bc6854f23,qv36,first,pets,1,environment,4,-3
213,5e6c0ea95f87134bc6854f49,qv36,decrease,pets,0,environment,0,0
214,5e6c21995f87134bc6854f51,qv36,decrease,pets,0,environment,4,-4
215,5e6c4ce51b1ab957b9f0e81a,qv36,decrease,pets,0,environment,0,0
216,5e6c84b21574cbb57f47bcb5,qv36,first,pets,0,environment,1,-1
217,5e6ce5c1edaf169ff3243e69,qv36,first,pets,2,environment,2,0
218,5e6d32a6878130d7d979b3ac,qv36,first,pets,5,environment,0,5
219,5e6d375bc91d66cc55114032,qv36,decrease,pets,2,environment,0,2
220,5e6d3aaa878130d7d979b3be,qv36,first,pets,1,environment,2,-1
221,5e6d4719878130d7d979b3de,qv36,decrease,pets,3,environment,0,3
222,5e6d4a21878130d7d979b3e2,qv36,decrease,pets,0,environment,2,-2
223,5e6d5b54878130d7d979b3fa,qv36,decrease,pets,0,environment,3,-3
224,5e6d75b078f1e9809b6cc4aa,qv36,first,pets,0,environment,4,-4
225,5e6d75b72d83860302215fe1,qv36,first,pets,2,environment,2,0
226,5e6d8ff2cadc6ed319c439ae,qv36,first,pets,2,environment,0,2
227,5e7018f99e949d0e7a0191a2,qv36,decrease,pets,0,environment,0,0
228,5e62c4156ffda4487364f751,qv36,first,pets,2,health,1,1
229,5e640f2eae7e33fbc93cdd09,qv36,decrease,pets,1,health,2,-1
230,5e64113fae7e33fbc93cdd10,qv36,decrease,pets,1,health,3,-2
231,5e6488ec23530f5bd5b24194,qv36,decrease,pets,1,health,1,0
232,5e64adba54fc700d6d481f58,qv36,decrease,pets,2,health,-4,6
233,5e64db6e8fa94cf0fc4d2da8,qv36,first,pets,1,health,2,-1
234,5e64eeea15730e913ec09a2f,qv36,first,pets,2,health,3,-1
235,5e64f7239472cb582b7b95cd,qv36,decrease,pets,-3,health,-3,0
236,5e6520fbb07dd22d67cbf0e7,qv36,first,pets,3,health,2,1
237,5e65b7944bf44833d0d2d9df,qv36,decrease,pets,3,health,0,3
238,5e663c7f4e03dda6b1aa364d,qv36,decrease,pets,1,health,3,-2
239,5e665300eaa71621a7de99a4,qv36,first,pets,1,health,2,-1
240,5e66931f64d96d0f05e1fee1,qv36,first,pets,0,health,3,-3
241,5e66be8e6f15e952fff7f426,qv36,first,pets,0,health,2,-2
242,5e679806cf42b30c2a2a92ab,qv36,decrease,pets,0,health,4,-4
243,5e67984fd7fac4629a2d3a50,qv36,decrease,pets,2,health,0,2
244,5e67e77601cfd97a4a60f99d,qv36,first,pets,1,health,2,-1
245,5e680f034cb6e4474b63ab4f,qv36,decrease,pets,4,health,1,3
246,5e68175b4cb6e4474b63ab5d,qv36,first,pets,2,health,4,-2
247,5e6836f197370349abe9e4eb,qv36,decrease,pets,0,health,4,-4
248,5e68386f45f62f90eca9b0be,qv36,decrease,pets,2,health,5,-3
249,5e683f2197370349abe9e4f3,qv36,first,pets,3,health,2,1
250,5e6847ac97370349abe9e4f7,qv36,decrease,pets,0,health,4,-4
251,5e684a7d45f62f90eca9b0d9,qv36,first,pets,0,health,1,-1
252,5e68970d97370349abe9e54d,qv36,decrease,pets,1,health,4,-3
253,5e68bdd045f62f90eca9b145,qv36,first,pets,2,health,3,-1
254,5e68e06645f62f90eca9b176,qv36,decrease,pets,1,health,3,-2
255,5e690de245f62f90eca9b1a3,qv36,decrease,pets,1,health,3,-2
256,5e690e5a97370349abe9e5de,qv36,decrease,pets,2,health,3,-1
257,5e6974d17f3f6b78b44bd2c7,qv36,decrease,pets,1,health,3,-2
258,5e69b9d65b4cc647876e37f0,qv36,first,pets,1,health,3,-2
259,5e69bb4d5b4cc647876e37f2,qv36,decrease,pets,2,health,4,-2
260,5e69d1455b4cc647876e3811,qv36,decrease,pets,0,health,2,-2
261,5e69d22b5b4cc647876e3813,qv36,decrease,pets,2,health,3,-1
262,5e69fc105b4cc647876e3846,qv36,decrease,pets,3,health,3,0
263,5e6a148e0f4ac1a30c21d661,qv36,first,pets,4,health,0,4
264,5e6a69e624a351b3373d8094,qv36,first,pets,1,health,0,1
265,5e6a76d09669a5e668ccf7ce,qv36,decrease,pets,1,health,2,-1
266,5e6a89df9669a5e668ccf7e9,qv36,first,pets,2,health,1,1
267,5e6a99c39669a5e668ccf7ff,qv36,first,pets,1,health,3,-2
268,5e6ab03024a351b3373d80df,qv36,first,pets,2,health,2,0
269,5e6ad97e24a351b3373d8104,qv36,first,pets,3,health,2,1
270,5e6ae5a19669a5e668ccf85a,qv36,first,pets,3,health,3,0
271,5e6b28d59669a5e668ccf892,qv36,decrease,pets,3,health,2,1
272,5e6bad49e7fba54c8c42aaa4,qv36,first,pets,1,health,2,-1
273,5e6bae475f87134bc6854dd0,qv36,first,pets,1,health,3,-2
274,5e6bb2b65f87134bc6854df6,qv36,first,pets,0,health,4,-4
275,5e6bb344e7fba54c8c42aace,qv36,first,pets,0,health,4,-4
276,5e6bb5d25f87134bc6854e03,qv36,decrease,pets,0,health,2,-2
277,5e6bba82e7fba54c8c42aafb,qv36,decrease,pets,0,health,2,-2
278,5e6bc1ac5f87134bc6854e53,qv36,first,pets,0,health,3,-3
279,5e6bc9dd5f87134bc6854e75,qv36,first,pets,2,health,1,1
280,5e6bd41fe7fba54c8c42ab69,qv36,decrease,pets,0,health,0,0
281,5e6bd8015f87134bc6854eb2,qv36,decrease,pets,2,health,2,0
282,5e6bed32e7fba54c8c42abaf,qv36,decrease,pets,3,health,3,0
283,5e6beda15f87134bc6854eeb,qv36,first,pets,2,health,2,0
284,5e6bf17b5f87134bc6854efe,qv36,decrease,pets,0,health,4,-4
285,5e6bf1a75f87134bc6854f00,qv36,first,pets,0,health,2,-2
286,5e6bf850e7fba54c8c42abd8,qv36,decrease,pets,0,health,3,-3
287,5e6bff66e7fba54c8c42abe8,qv36,first,pets,2,health,3,-1
288,5e6c00dc5f87134bc6854f23,qv36,first,pets,1,health,2,-1
289,5e6c0ea95f87134bc6854f49,qv36,decrease,pets,0,health,4,-4
290,5e6c21995f87134bc6854f51,qv36,decrease,pets,0,health,4,-4
291,5e6c4ce51b1ab957b9f0e81a,qv36,decrease,pets,0,health,4,-4
292,5e6c84b21574cbb57f47bcb5,qv36,first,pets,0,health,2,-2
293,5e6ce5c1edaf169ff3243e69,qv36,first,pets,2,health,3,-1
294,5e6d32a6878130d7d979b3ac,qv36,first,pets,5,health,0,5
295,5e6d375bc91d66cc55114032,qv36,decrease,pets,2,health,3,-1
296,5e6d3aaa878130d7d979b3be,qv36,first,pets,1,health,2,-1
297,5e6d4719878130d7d979b3de,qv36,decrease,pets,3,health,0,3
298,5e6d4a21878130d7d979b3e2,qv36,decrease,pets,0,health,2,-2
299,5e6d5b54878130d7d979b3fa,qv36,decrease,pets,0,health,3,-3
300,5e6d75b078f1e9809b6cc4aa,qv36,first,pets,0,health,2,-2
301,5e6d75b72d83860302215fe1,qv36,first,pets,2,health,4,-2
302,5e6d8ff2cadc6ed319c439ae,qv36,first,pets,2,health,3,-1
303,5e7018f99e949d0e7a0191a2,qv36,decrease,pets,0,health,1,-1
304,5e62c4156ffda4487364f751,qv36,first,pets,2,human,2,0
305,5e640f2eae7e33fbc93cdd09,qv36,decrease,pets,1,human,2,-1
306,5e64113fae7e33fbc93cdd10,qv36,decrease,pets,1,human,3,-2
307,5e6488ec23530f5bd5b24194,qv36,decrease,pets,1,human,1,0
308,5e64adba54fc700d6d481f58,qv36,decrease,pets,2,human,-4,6
309,5e64db6e8fa94cf0fc4d2da8,qv36,first,pets,1,human,-1,2
310,5e64eeea15730e913ec09a2f,qv36,first,pets,2,human,3,-1
311,5e64f7239472cb582b7b95cd,qv36,decrease,pets,-3,human,-2,-1
312,5e6520fbb07dd22d67cbf0e7,qv36,first,pets,3,human,3,0
313,5e65b7944bf44833d0d2d9df,qv36,decrease,pets,3,human,0,3
314,5e663c7f4e03dda6b1aa364d,qv36,decrease,pets,1,human,1,0
315,5e665300eaa71621a7de99a4,qv36,first,pets,1,human,2,-1
316,5e66931f64d96d0f05e1fee1,qv36,first,pets,0,human,3,-3
317,5e66be8e6f15e952fff7f426,qv36,first,pets,0,human,0,0
318,5e679806cf42b30c2a2a92ab,qv36,decrease,pets,0,human,1,-1
319,5e67984fd7fac4629a2d3a50,qv36,decrease,pets,2,human,3,-1
320,5e67e77601cfd97a4a60f99d,qv36,first,pets,1,human,3,-2
321,5e680f034cb6e4474b63ab4f,qv36,decrease,pets,4,human,1,3
322,5e68175b4cb6e4474b63ab5d,qv36,first,pets,2,human,2,0
323,5e6836f197370349abe9e4eb,qv36,decrease,pets,0,human,4,-4
324,5e68386f45f62f90eca9b0be,qv36,decrease,pets,2,human,1,1
325,5e683f2197370349abe9e4f3,qv36,first,pets,3,human,1,2
326,5e6847ac97370349abe9e4f7,qv36,decrease,pets,0,human,3,-3
327,5e684a7d45f62f90eca9b0d9,qv36,first,pets,0,human,2,-2
328,5e68970d97370349abe9e54d,qv36,decrease,pets,1,human,1,0
329,5e68bdd045f62f90eca9b145,qv36,first,pets,2,human,2,0
330,5e68e06645f62f90eca9b176,qv36,decrease,pets,1,human,2,-1
331,5e690de245f62f90eca9b1a3,qv36,decrease,pets,1,human,3,-2
332,5e690e5a97370349abe9e5de,qv36,decrease,pets,2,human,0,2
333,5e6974d17f3f6b78b44bd2c7,qv36,decrease,pets,1,human,3,-2
334,5e69b9d65b4cc647876e37f0,qv36,first,pets,1,human,0,1
335,5e69bb4d5b4cc647876e37f2,qv36,decrease,pets,2,human,2,0
336,5e69d1455b4cc647876e3811,qv36,decrease,pets,0,human,2,-2
337,5e69d22b5b4cc647876e3813,qv36,decrease,pets,2,human,2,0
338,5e69fc105b4cc647876e3846,qv36,decrease,pets,3,human,2,1
339,5e6a148e0f4ac1a30c21d661,qv36,first,pets,4,human,3,1
340,5e6a69e624a351b3373d8094,qv36,first,pets,1,human,0,1
341,5e6a76d09669a5e668ccf7ce,qv36,decrease,pets,1,human,4,-3
342,5e6a89df9669a5e668ccf7e9,qv36,first,pets,2,human,3,-1
343,5e6a99c39669a5e668ccf7ff,qv36,first,pets,1,human,3,-2
344,5e6ab03024a351b3373d80df,qv36,first,pets,2,human,2,0
345,5e6ad97e24a351b3373d8104,qv36,first,pets,3,human,1,2
346,5e6ae5a19669a5e668ccf85a,qv36,first,pets,3,human,0,3
347,5e6b28d59669a5e668ccf892,qv36,decrease,pets,3,human,2,1
348,5e6bad49e7fba54c8c42aaa4,qv36,first,pets,1,human,2,-1
349,5e6bae475f87134bc6854dd0,qv36,first,pets,1,human,4,-3
350,5e6bb2b65f87134bc6854df6,qv36,first,pets,0,human,4,-4
351,5e6bb344e7fba54c8c42aace,qv36,first,pets,0,human,3,-3
352,5e6bb5d25f87134bc6854e03,qv36,decrease,pets,0,human,2,-2
353,5e6bba82e7fba54c8c42aafb,qv36,decrease,pets,0,human,2,-2
354,5e6bc1ac5f87134bc6854e53,qv36,first,pets,0,human,3,-3
355,5e6bc9dd5f87134bc6854e75,qv36,first,pets,2,human,2,0
356,5e6bd41fe7fba54c8c42ab69,qv36,decrease,pets,0,human,0,0
357,5e6bd8015f87134bc6854eb2,qv36,decrease,pets,2,human,2,0
358,5e6bed32e7fba54c8c42abaf,qv36,decrease,pets,3,human,1,2
359,5e6beda15f87134bc6854eeb,qv36,first,pets,2,human,3,-1
