,userId,condition,topic_1,topic_1_val,topic_2,topic_2_val,donation_diff
177,5e68bdd045f62f90eca9b145,qv36,pets,10,environment,3,7
178,5e68e06645f62f90eca9b176,qv36,pets,0,environment,0,0
179,5e690de245f62f90eca9b1a3,qv36,pets,5,environment,3,2
180,5e690e5a97370349abe9e5de,qv36,pets,5,environment,0,5
181,5e6974d17f3f6b78b44bd2c7,qv36,pets,0,environment,0,0
182,5e69b9d65b4cc647876e37f0,qv36,pets,2,environment,2,0
183,5e69bb4d5b4cc647876e37f2,qv36,pets,0,environment,0,0
184,5e69d1455b4cc647876e3811,qv36,pets,0,environment,0,0
185,5e69d22b5b4cc647876e3813,qv36,pets,0,environment,0,0
186,5e69fc105b4cc647876e3846,qv36,pets,10,environment,10,0
187,5e6a148e0f4ac1a30c21d661,qv36,pets,0,environment,2,-2
188,5e6a69e624a351b3373d8094,qv36,pets,0,environment,0,0
189,5e6a76d09669a5e668ccf7ce,qv36,pets,0,environment,0,0
190,5e6a89df9669a5e668ccf7e9,qv36,pets,5,environment,5,0
191,5e6a99c39669a5e668ccf7ff,qv36,pets,3,environment,0,3
192,5e6ab03024a351b3373d80df,qv36,pets,2,environment,2,0
193,5e6ad97e24a351b3373d8104,qv36,pets,10,environment,0,10
194,5e6ae5a19669a5e668ccf85a,qv36,pets,5,environment,0,5
195,5e6b28d59669a5e668ccf892,qv36,pets,5,environment,4,1
196,5e6bad49e7fba54c8c42aaa4,qv36,pets,1,environment,1,0
197,5e6bae475f87134bc6854dd0,qv36,pets,0,environment,5,-5
198,5e6bb2b65f87134bc6854df6,qv36,pets,0,environment,0,0
199,5e6bb344e7fba54c8c42aace,qv36,pets,0,environment,0,0
200,5e6bb5d25f87134bc6854e03,qv36,pets,0,environment,0,0
201,5e6bba82e7fba54c8c42aafb,qv36,pets,0,environment,0,0
202,5e6bc1ac5f87134bc6854e53,qv36,pets,10,environment,0,10
203,5e6bc9dd5f87134bc6854e75,qv36,pets,5,environment,5,0
204,5e6bd41fe7fba54c8c42ab69,qv36,pets,0,environment,0,0
205,5e6bd8015f87134bc6854eb2,qv36,pets,1,environment,5,-4
206,5e6bed32e7fba54c8c42abaf,qv36,pets,0,environment,0,0
207,5e6beda15f87134bc6854eeb,qv36,pets,0,environment,5,-5
208,5e6bf17b5f87134bc6854efe,qv36,pets,0,environment,0,0
209,5e6bf1a75f87134bc6854f00,qv36,pets,0,environment,10,-10
210,5e6bf850e7fba54c8c42abd8,qv36,pets,0,environment,0,0
211,5e6bff66e7fba54c8c42abe8,qv36,pets,1,environment,1,0
212,5e6c00dc5f87134bc6854f23,qv36,pets,3,environment,7,-4
213,5e6c0ea95f87134bc6854f49,qv36,pets,0,environment,0,0
214,5e6c21995f87134bc6854f51,qv36,pets,0,environment,0,0
215,5e6c4ce51b1ab957b9f0e81a,qv36,pets,8,environment,0,8
216,5e6c84b21574cbb57f47bcb5,qv36,pets,20,environment,0,20
217,5e6ce5c1edaf169ff3243e69,qv36,pets,0,environment,5,-5
218,5e6d32a6878130d7d979b3ac,qv36,pets,5,environment,0,5
219,5e6d375bc91d66cc55114032,qv36,pets,5,environment,0,5
220,5e6d3aaa878130d7d979b3be,qv36,pets,1,environment,5,-4
221,5e6d4719878130d7d979b3de,qv36,pets,16,environment,0,16
222,5e6d4a21878130d7d979b3e2,qv36,pets,0,environment,2,-2
223,5e6d5b54878130d7d979b3fa,qv36,pets,2,environment,7,-5
224,5e6d75b078f1e9809b6cc4aa,qv36,pets,0,environment,2,-2
225,5e6d75b72d83860302215fe1,qv36,pets,20,environment,5,15
226,5e6d8ff2cadc6ed319c439ae,qv36,pets,5,environment,0,5
227,5e7018f99e949d0e7a0191a2,qv36,pets,0,environment,0,0
228,5e62c4156ffda4487364f751,qv36,pets,0,health,0,0
229,5e640f2eae7e33fbc93cdd09,qv36,pets,0,health,0,0
230,5e64113fae7e33fbc93cdd10,qv36,pets,10,health,10,0
231,5e6488ec23530f5bd5b24194,qv36,pets,0,health,0,0
232,5e64adba54fc700d6d481f58,qv36,pets,5,health,0,5
233,5e64db6e8fa94cf0fc4d2da8,qv36,pets,0,health,0,0
234,5e64eeea15730e913ec09a2f,qv36,pets,0,health,3,-3
235,5e64f7239472cb582b7b95cd,qv36,pets,0,health,0,0
236,5e6520fbb07dd22d67cbf0e7,qv36,pets,25,health,0,25
237,5e65b7944bf44833d0d2d9df,qv36,pets,10,health,0,10
238,5e663c7f4e03dda6b1aa364d,qv36,pets,1,health,0,1
239,5e665300eaa71621a7de99a4,qv36,pets,0,health,0,0
240,5e66931f64d96d0f05e1fee1,qv36,pets,0,health,5,-5
241,5e66be8e6f15e952fff7f426,qv36,pets,0,health,0,0
242,5e679806cf42b30c2a2a92ab,qv36,pets,0,health,5,-5
243,5e67984fd7fac4629a2d3a50,qv36,pets,0,health,15,-15
244,5e67e77601cfd97a4a60f99d,qv36,pets,0,health,0,0
245,5e680f034cb6e4474b63ab4f,qv36,pets,10,health,2,8
246,5e68175b4cb6e4474b63ab5d,qv36,pets,1,health,4,-3
247,5e6836f197370349abe9e4eb,qv36,pets,0,health,5,-5
248,5e68386f45f62f90eca9b0be,qv36,pets,15,health,0,15
249,5e683f2197370349abe9e4f3,qv36,pets,10,health,0,10
250,5e6847ac97370349abe9e4f7,qv36,pets,1,health,0,1
251,5e684a7d45f62f90eca9b0d9,qv36,pets,0,health,0,0
252,5e68970d97370349abe9e54d,qv36,pets,4,health,6,-2
253,5e68bdd045f62f90eca9b145,qv36,pets,10,health,3,7
254,5e68e06645f62f90eca9b176,qv36,pets,0,health,0,0
255,5e690de245f62f90eca9b1a3,qv36,pets,5,health,5,0
256,5e690e5a97370349abe9e5de,qv36,pets,5,health,5,0
257,5e6974d17f3f6b78b44bd2c7,qv36,pets,0,health,15,-15
258,5e69b9d65b4cc647876e37f0,qv36,pets,2,health,2,0
259,5e69bb4d5b4cc647876e37f2,qv36,pets,0,health,15,-15
260,5e69d1455b4cc647876e3811,qv36,pets,0,health,0,0
261,5e69d22b5b4cc647876e3813,qv36,pets,0,health,0,0
262,5e69fc105b4cc647876e3846,qv36,pets,10,health,5,5
263,5e6a148e0f4ac1a30c21d661,qv36,pets,0,health,2,-2
264,5e6a69e624a351b3373d8094,qv36,pets,0,health,0,0
265,5e6a76d09669a5e668ccf7ce,qv36,pets,0,health,0,0
266,5e6a89df9669a5e668ccf7e9,qv36,pets,5,health,0,5
267,5e6a99c39669a5e668ccf7ff,qv36,pets,3,health,3,0
268,5e6ab03024a351b3373d80df,qv36,pets,2,health,2,0
269,5e6ad97e24a351b3373d8104,qv36,pets,10,health,10,0
270,5e6ae5a19669a5e668ccf85a,qv36,pets,5,health,5,0
271,5e6b28d59669a5e668ccf892,qv36,pets,5,health,0,5
272,5e6bad49e7fba54c8c42aaa4,qv36,pets,1,health,1,0
273,5e6bae475f87134bc6854dd0,qv36,pets,0,health,0,0
274,5e6bb2b65f87134bc6854df6,qv36,pets,0,health,0,0
275,5e6bb344e7fba54c8c42aace,qv36,pets,0,health,0,0
276,5e6bb5d25f87134bc6854e03,qv36,pets,0,health,2,-2
277,5e6bba82e7fba54c8c42aafb,qv36,pets,0,health,0,0
278,5e6bc1ac5f87134bc6854e53,qv36,pets,10,health,0,10
279,5e6bc9dd5f87134bc6854e75,qv36,pets,5,health,0,5
280,5e6bd41fe7fba54c8c42ab69,qv36,pets,0,health,0,0
281,5e6bd8015f87134bc6854eb2,qv36,pets,1,health,6,-5
282,5e6bed32e7fba54c8c42abaf,qv36,pets,0,health,5,-5
283,5e6beda15f87134bc6854eeb,qv36,pets,0,health,0,0
284,5e6bf17b5f87134bc6854efe,qv36,pets,0,health,0,0
285,5e6bf1a75f87134bc6854f00,qv36,pets,0,health,10,-10
286,5e6bf850e7fba54c8c42abd8,qv36,pets,0,health,0,0
287,5e6bff66e7fba54c8c42abe8,qv36,pets,1,health,1,0
288,5e6c00dc5f87134bc6854f23,qv36,pets,3,health,5,-2
289,5e6c0ea95f87134bc6854f49,qv36,pets,0,health,10,-10
290,5e6c21995f87134bc6854f51,qv36,pets,0,health,0,0
291,5e6c4ce51b1ab957b9f0e81a,qv36,pets,8,health,9,-1
292,5e6c84b21574cbb57f47bcb5,qv36,pets,20,health,0,20
293,5e6ce5c1edaf169ff3243e69,qv36,pets,0,health,0,0
294,5e6d32a6878130d7d979b3ac,qv36,pets,5,health,0,5
295,5e6d375bc91d66cc55114032,qv36,pets,5,health,5,0
296,5e6d3aaa878130d7d979b3be,qv36,pets,1,health,5,-4
297,5e6d4719878130d7d979b3de,qv36,pets,16,health,17,-1
298,5e6d4a21878130d7d979b3e2,qv36,pets,0,health,0,0
299,5e6d5b54878130d7d979b3fa,qv36,pets,2,health,7,-5
300,5e6d75b078f1e9809b6cc4aa,qv36,pets,0,health,5,-5
301,5e6d75b72d83860302215fe1,qv36,pets,20,health,0,20
302,5e6d8ff2cadc6ed319c439ae,qv36,pets,5,health,0,5
303,5e7018f99e949d0e7a0191a2,qv36,pets,0,health,5,-5
304,5e62c4156ffda4487364f751,qv36,pets,0,human,0,0
305,5e640f2eae7e33fbc93cdd09,qv36,pets,0,human,5,-5
306,5e64113fae7e33fbc93cdd10,qv36,pets,10,human,0,10
307,5e6488ec23530f5bd5b24194,qv36,pets,0,human,2,-2
308,5e64adba54fc700d6d481f58,qv36,pets,5,human,5,0
309,5e64db6e8fa94cf0fc4d2da8,qv36,pets,0,human,0,0
310,5e64eeea15730e913ec09a2f,qv36,pets,0,human,5,-5
311,5e64f7239472cb582b7b95cd,qv36,pets,0,human,0,0
312,5e6520fbb07dd22d67cbf0e7,qv36,pets,25,human,0,25
313,5e65b7944bf44833d0d2d9df,qv36,pets,10,human,0,10
314,5e663c7f4e03dda6b1aa364d,qv36,pets,1,human,0,1
315,5e665300eaa71621a7de99a4,qv36,pets,0,human,0,0
316,5e66931f64d96d0f05e1fee1,qv36,pets,0,human,5,-5
317,5e66be8e6f15e952fff7f426,qv36,pets,0,human,10,-10
318,5e679806cf42b30c2a2a92ab,qv36,pets,0,human,5,-5
319,5e67984fd7fac4629a2d3a50,qv36,pets,0,human,0,0
320,5e67e77601cfd97a4a60f99d,qv36,pets,0,human,2,-2
321,5e680f034cb6e4474b63ab4f,qv36,pets,10,human,7,3
322,5e68175b4cb6e4474b63ab5d,qv36,pets,1,human,5,-4
323,5e6836f197370349abe9e4eb,qv36,pets,0,human,0,0
324,5e68386f45f62f90eca9b0be,qv36,pets,15,human,0,15
325,5e683f2197370349abe9e4f3,qv36,pets,10,human,5,5
326,5e6847ac97370349abe9e4f7,qv36,pets,1,human,0,1
327,5e684a7d45f62f90eca9b0d9,qv36,pets,0,human,5,-5
328,5e68970d97370349abe9e54d,qv36,pets,4,human,7,-3
329,5e68bdd045f62f90eca9b145,qv36,pets,10,human,0,10
330,5e68e06645f62f90eca9b176,qv36,pets,0,human,5,-5
331,5e690de245f62f90eca9b1a3,qv36,pets,5,human,1,4
332,5e690e5a97370349abe9e5de,qv36,pets,5,human,5,0
333,5e6974d17f3f6b78b44bd2c7,qv36,pets,0,human,15,-15
334,5e69b9d65b4cc647876e37f0,qv36,pets,2,human,2,0
335,5e69bb4d5b4cc647876e37f2,qv36,pets,0,human,0,0
336,5e69d1455b4cc647876e3811,qv36,pets,0,human,0,0
337,5e69d22b5b4cc647876e3813,qv36,pets,0,human,0,0
338,5e69fc105b4cc647876e3846,qv36,pets,10,human,0,10
339,5e6a148e0f4ac1a30c21d661,qv36,pets,0,human,1,-1
340,5e6a69e624a351b3373d8094,qv36,pets,0,human,0,0
341,5e6a76d09669a5e668ccf7ce,qv36,pets,0,human,0,0
342,5e6a89df9669a5e668ccf7e9,qv36,pets,5,human,0,5
343,5e6a99c39669a5e668ccf7ff,qv36,pets,3,human,3,0
344,5e6ab03024a351b3373d80df,qv36,pets,2,human,0,2
345,5e6ad97e24a351b3373d8104,qv36,pets,10,human,15,-5
346,5e6ae5a19669a5e668ccf85a,qv36,pets,5,human,0,5
347,5e6b28d59669a5e668ccf892,qv36,pets,5,human,4,1
348,5e6bad49e7fba54c8c42aaa4,qv36,pets,1,human,1,0
349,5e6bae475f87134bc6854dd0,qv36,pets,0,human,5,-5
350,5e6bb2b65f87134bc6854df6,qv36,pets,0,human,0,0
351,5e6bb344e7fba54c8c42aace,qv36,pets,0,human,1,-1
352,5e6bb5d25f87134bc6854e03,qv36,pets,0,human,0,0
353,5e6bba82e7fba54c8c42aafb,qv36,pets,0,human,5,-5
354,5e6bc1ac5f87134bc6854e53,qv36,pets,10,human,5,5
355,5e6bc9dd5f87134bc6854e75,qv36,pets,5,human,0,5
356,5e6bd41fe7fba54c8c42ab69,qv36,pets,0,human,0,0
357,5e6bd8015f87134bc6854eb2,qv36,pets,1,human,10,-9
358,5e6bed32e7fba54c8c42abaf,qv36,pets,0,human,5,-5
359,5e6beda15f87134bc6854eeb,qv36,pets,0,human,0,0
360,5e6bf17b5f87134bc6854efe,qv36,pets,0,human,5,-5
361,5e6bf1a75f87134bc6854f00,qv36,pets,0,human,0,0
362,5e6bf850e7fba54c8c42abd8,qv36,pets,0,human,0,0
363,5e6bff66e7fba54c8c42abe8,qv36,pets,1,human,1,0
364,5e6c00dc5f87134bc6854f23,qv36,pets,3,human,6,-3
365,5e6c0ea95f87134bc6854f49,qv36,pets,0,human,0,0
366,5e6c21995f87134bc6854f51,qv36,pets,0,human,0,0
367,5e6c4ce51b1ab957b9f0e81a,qv36,pets,8,human,8,0
368,5e6c84b21574cbb57f47bcb5,qv36,pets,20,human,0,20
369,5e6ce5c1edaf169ff3243e69,qv36,pets,0,human,5,-5
370,5e6d32a6878130d7d979b3ac,qv36,pets,5,human,0,5
371,5e6d375bc91d66cc55114032,qv36,pets,5,human,0,5
372,5e6d3aaa878130d7d979b3be,qv36,pets,1,human,5,-4
373,5e6d4719878130d7d979b3de,qv36,pets,16,human,0,16
374,5e6d4a21878130d7d979b3e2,qv36,pets,0,human,0,0
375,5e6d5b54878130d7d979b3fa,qv36,pets,2,human,0,2
376,5e6d75b078f1e9809b6cc4aa,qv36,pets,0,human,3,-3
377,5e6d75b72d83860302215fe1,qv36,pets,20,human,10,10
378,5e6d8ff2cadc6ed319c439ae,qv36,pets,5,human,5,0
379,5e7018f99e949d0e7a0191a2,qv36,pets,0,human,0,0
380,5e62c4156ffda4487364f751,qv36,pets,0,international,0,0
381,5e640f2eae7e33fbc93cdd09,qv36,pets,0,international,5,-5
382,5e64113fae7e33fbc93cdd10,qv36,pets,10,international,0,10
383,5e6488ec23530f5bd5b24194,qv36,pets,0,international,0,0
384,5e64adba54fc700d6d481f58,qv36,pets,5,international,0,5
385,5e64db6e8fa94cf0fc4d2da8,qv36,pets,0,international,0,0
386,5e64eeea15730e913ec09a2f,qv36,pets,0,international,0,0
387,5e64f7239472cb582b7b95cd,qv36,pets,0,international,0,0
388,5e6520fbb07dd22d67cbf0e7,qv36,pets,25,international,0,25
389,5e65b7944bf44833d0d2d9df,qv36,pets,10,international,0,10
390,5e663c7f4e03dda6b1aa364d,qv36,pets,1,international,0,1
391,5e665300eaa71621a7de99a4,qv36,pets,0,international,0,0
392,5e66931f64d96d0f05e1fee1,qv36,pets,0,international,5,-5
