,userId,condition_vote,order,topic_1,topic_1_val_vote,topic_2,topic_2_val_vote,vote_diff,diff_dir_vote,condition_donation,topic_1_val_donation,topic_2_val_donation,donation_diff,diff_dir_donation,diff_dir_aligned,diff_dir_aligned_int
128,5e62c99c6ffda4487364f757,qv108,decrease,education,2,human,-8,10,gt0,qv108,0,0,0,eq0,True,1
129,5e62c99c6ffda4487364f757,qv324,first,education,3,human,-12,15,gt0,qv108,0,0,0,eq0,True,1
130,5e62c99c6ffda4487364f757,qv108,decrease,education,2,international,-4,6,gt0,qv108,0,0,0,eq0,True,1
131,5e62c99c6ffda4487364f757,qv324,first,education,3,international,-5,8,gt0,qv108,0,0,0,eq0,True,1
132,5e62c99c6ffda4487364f757,qv108,decrease,education,2,veteran,2,0,eq0,qv108,0,5,-5,lt0,False,0
133,5e62c99c6ffda4487364f757,qv324,first,education,3,veteran,4,-1,lt0,qv108,0,5,-5,lt0,True,1
134,5e62c99c6ffda4487364f757,qv108,decrease,environment,2,faith,2,0,eq0,qv108,0,5,-5,lt0,False,0
135,5e62c99c6ffda4487364f757,qv324,first,environment,2,faith,3,-1,lt0,qv108,0,5,-5,lt0,True,1
136,5e62c99c6ffda4487364f757,qv108,decrease,environment,2,health,2,0,eq0,qv108,0,0,0,eq0,True,1
137,5e62c99c6ffda4487364f757,qv324,first,environment,2,health,3,-1,lt0,qv108,0,0,0,eq0,True,1
138,5e62c99c6ffda4487364f757,qv108,decrease,environment,2,human,-8,10,gt0,qv108,0,0,0,eq0,True,1
139,5e62c99c6ffda4487364f757,qv324,first,environment,2,human,-12,14,gt0,qv108,0,0,0,eq0,True,1
140,5e62c99c6ffda4487364f757,qv108,decrease,environment,2,international,-4,6,gt0,qv108,0,0,0,eq0,True,1
141,5e62c99c6ffda4487364f757,qv324,first,environment,2,international,-5,7,gt0,qv108,0,0,0,eq0,True,1
142,5e62c99c6ffda4487364f757,qv108,decrease,environment,2,veteran,2,0,eq0,qv108,0,5,-5,lt0,False,0
143,5e62c99c6ffda4487364f757,qv324,first,environment,2,veteran,4,-2,lt0,qv108,0,5,-5,lt0,True,1
144,5e62c99c6ffda4487364f757,qv108,decrease,faith,2,veteran,2,0,eq0,qv108,5,5,0,eq0,True,1
145,5e62c99c6ffda4487364f757,qv324,first,faith,3,veteran,4,-1,lt0,qv108,5,5,0,eq0,False,0
146,5e62c99c6ffda4487364f757,qv108,decrease,health,2,faith,2,0,eq0,qv108,0,5,-5,lt0,False,0
147,5e62c99c6ffda4487364f757,qv324,first,health,3,faith,3,0,eq0,qv108,0,5,-5,lt0,False,0
148,5e62c99c6ffda4487364f757,qv108,decrease,health,2,human,-8,10,gt0,qv108,0,0,0,eq0,True,1
149,5e62c99c6ffda4487364f757,qv324,first,health,3,human,-12,15,gt0,qv108,0,0,0,eq0,True,1
150,5e62c99c6ffda4487364f757,qv108,decrease,health,2,international,-4,6,gt0,qv108,0,0,0,eq0,True,1
151,5e62c99c6ffda4487364f757,qv324,first,health,3,international,-5,8,gt0,qv108,0,0,0,eq0,True,1
152,5e62c99c6ffda4487364f757,qv108,decrease,health,2,veteran,2,0,eq0,qv108,0,5,-5,lt0,False,0
153,5e62c99c6ffda4487364f757,qv324,first,health,3,veteran,4,-1,lt0,qv108,0,5,-5,lt0,True,1
154,5e62c99c6ffda4487364f757,qv108,decrease,human,-8,faith,2,-10,lt0,qv108,0,5,-5,lt0,True,1
155,5e62c99c6ffda4487364f757,qv324,first,human,-12,faith,3,-15,lt0,qv108,0,5,-5,lt0,True,1
156,5e62c99c6ffda4487364f757,qv108,decrease,human,-8,international,-4,-4,lt0,qv108,0,0,0,eq0,True,1
157,5e62c99c6ffda4487364f757,qv324,first,human,-12,international,-5,-7,lt0,qv108,0,0,0,eq0,True,1
158,5e62c99c6ffda4487364f757,qv108,decrease,human,-8,veteran,2,-10,lt0,qv108,0,5,-5,lt0,True,1
159,5e62c99c6ffda4487364f757,qv324,first,human,-12,veteran,4,-16,lt0,qv108,0,5,-5,lt0,True,1
160,5e62c99c6ffda4487364f757,qv108,decrease,international,-4,faith,2,-6,lt0,qv108,0,5,-5,lt0,True,1
161,5e62c99c6ffda4487364f757,qv324,first,international,-5,faith,3,-8,lt0,qv108,0,5,-5,lt0,True,1
162,5e62c99c6ffda4487364f757,qv108,decrease,international,-4,veteran,2,-6,lt0,qv108,0,5,-5,lt0,True,1
163,5e62c99c6ffda4487364f757,qv324,first,international,-5,veteran,4,-9,lt0,qv108,0,5,-5,lt0,True,1
164,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,art,1,1,gt0,qv108,10,0,10,gt0,True,1
165,5e62c99c6ffda4487364f757,qv324,first,pets,7,art,3,4,gt0,qv108,10,0,10,gt0,True,1
166,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,education,2,0,eq0,qv108,10,0,10,gt0,False,0
167,5e62c99c6ffda4487364f757,qv324,first,pets,7,education,3,4,gt0,qv108,10,0,10,gt0,True,1
168,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,environment,2,0,eq0,qv108,10,0,10,gt0,False,0
169,5e62c99c6ffda4487364f757,qv324,first,pets,7,environment,2,5,gt0,qv108,10,0,10,gt0,True,1
170,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,faith,2,0,eq0,qv108,10,5,5,gt0,False,0
171,5e62c99c6ffda4487364f757,qv324,first,pets,7,faith,3,4,gt0,qv108,10,5,5,gt0,True,1
172,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,health,2,0,eq0,qv108,10,0,10,gt0,False,0
173,5e62c99c6ffda4487364f757,qv324,first,pets,7,health,3,4,gt0,qv108,10,0,10,gt0,True,1
174,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,human,-8,10,gt0,qv108,10,0,10,gt0,True,1
175,5e62c99c6ffda4487364f757,qv324,first,pets,7,human,-12,19,gt0,qv108,10,0,10,gt0,True,1
176,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,international,-4,6,gt0,qv108,10,0,10,gt0,True,1
177,5e62c99c6ffda4487364f757,qv324,first,pets,7,international,-5,12,gt0,qv108,10,0,10,gt0,True,1
178,5e62c99c6ffda4487364f757,qv108,decrease,pets,2,veteran,2,0,eq0,qv108,10,5,5,gt0,False,0
179,5e62c99c6ffda4487364f757,qv324,first,pets,7,veteran,4,3,gt0,qv108,10,5,5,gt0,True,1
180,5e62cfd5ef25df51135385b9,likert,first,art,4,education,5,-1,lt0,likert,0,0,0,eq0,True,1
181,5e62cfd5ef25df51135385b9,likert,first,art,4,environment,5,-1,lt0,likert,0,5,-5,lt0,True,1
182,5e62cfd5ef25df51135385b9,likert,first,art,4,faith,3,1,gt0,likert,0,0,0,eq0,True,1
183,5e62cfd5ef25df51135385b9,likert,first,art,4,health,5,-1,lt0,likert,0,5,-5,lt0,True,1
184,5e62cfd5ef25df51135385b9,likert,first,art,4,human,5,-1,lt0,likert,0,5,-5,lt0,True,1
185,5e62cfd5ef25df51135385b9,likert,first,art,4,international,3,1,gt0,likert,0,0,0,eq0,True,1
186,5e62cfd5ef25df51135385b9,likert,first,art,4,veteran,4,0,eq0,likert,0,0,0,eq0,True,1
187,5e62cfd5ef25df51135385b9,likert,first,education,5,environment,5,0,eq0,likert,0,5,-5,lt0,False,0
188,5e62cfd5ef25df51135385b9,likert,first,education,5,faith,3,2,gt0,likert,0,0,0,eq0,True,1
189,5e62cfd5ef25df51135385b9,likert,first,education,5,health,5,0,eq0,likert,0,5,-5,lt0,False,0
190,5e62cfd5ef25df51135385b9,likert,first,education,5,human,5,0,eq0,likert,0,5,-5,lt0,False,0
191,5e62cfd5ef25df51135385b9,likert,first,education,5,international,3,2,gt0,likert,0,0,0,eq0,True,1
192,5e62cfd5ef25df51135385b9,likert,first,education,5,veteran,4,1,gt0,likert,0,0,0,eq0,True,1
193,5e62cfd5ef25df51135385b9,likert,first,environment,5,faith,3,2,gt0,likert,5,0,5,gt0,True,1
194,5e62cfd5ef25df51135385b9,likert,first,environment,5,health,5,0,eq0,likert,5,5,0,eq0,True,1
195,5e62cfd5ef25df51135385b9,likert,first,environment,5,human,5,0,eq0,likert,5,5,0,eq0,True,1
196,5e62cfd5ef25df51135385b9,likert,first,environment,5,international,3,2,gt0,likert,5,0,5,gt0,True,1
197,5e62cfd5ef25df51135385b9,likert,first,environment,5,veteran,4,1,gt0,likert,5,0,5,gt0,True,1
198,5e62cfd5ef25df51135385b9,likert,first,faith,3,veteran,4,-1,lt0,likert,0,0,0,eq0,True,1
199,5e62cfd5ef25df51135385b9,likert,first,health,5,faith,3,2,gt0,likert,5,0,5,gt0,True,1
200,5e62cfd5ef25df51135385b9,likert,first,health,5,human,5,0,eq0,likert,5,5,0,eq0,True,1
201,5e62cfd5ef25df51135385b9,likert,first,health,5,international,3,2,gt0,likert,5,0,5,gt0,True,1
202,5e62cfd5ef25df51135385b9,likert,first,health,5,veteran,4,1,gt0,likert,5,0,5,gt0,True,1
203,5e62cfd5ef25df51135385b9,likert,first,human,5,faith,3,2,gt0,likert,5,0,5,gt0,True,1
204,5e62cfd5ef25df51135385b9,likert,first,human,5,international,3,2,gt0,likert,5,0,5,gt0,True,1
205,5e62cfd5ef25df51135385b9,likert,first,human,5,veteran,4,1,gt0,likert,5,0,5,gt0,True,1
206,5e62cfd5ef25df51135385b9,likert,first,international,3,faith,3,0,eq0,likert,0,0,0,eq0,True,1
207,5e62cfd5ef25df51135385b9,likert,first,international,3,veteran,4,-1,lt0,likert,0,0,0,eq0,True,1
208,5e62cfd5ef25df51135385b9,likert,first,pets,4,art,4,0,eq0,likert,0,0,0,eq0,True,1
209,5e62cfd5ef25df51135385b9,likert,first,pets,4,education,5,-1,lt0,likert,0,0,0,eq0,True,1
210,5e62cfd5ef25df51135385b9,likert,first,pets,4,environment,5,-1,lt0,likert,0,5,-5,lt0,True,1
211,5e62cfd5ef25df51135385b9,likert,first,pets,4,faith,3,1,gt0,likert,0,0,0,eq0,True,1
212,5e62cfd5ef25df51135385b9,likert,first,pets,4,health,5,-1,lt0,likert,0,5,-5,lt0,True,1
213,5e62cfd5ef25df51135385b9,likert,first,pets,4,human,5,-1,lt0,likert,0,5,-5,lt0,True,1
214,5e62cfd5ef25df51135385b9,likert,first,pets,4,international,3,1,gt0,likert,0,0,0,eq0,True,1
215,5e62cfd5ef25df51135385b9,likert,first,pets,4,veteran,4,0,eq0,likert,0,0,0,eq0,True,1
216,5e62d3746ffda4487364f760,qv108,first,art,0,education,4,-4,lt0,qv108,0,0,0,eq0,True,1
217,5e62d3746ffda4487364f760,qv324,increase,art,0,education,7,-7,lt0,qv108,0,0,0,eq0,True,1
218,5e62d3746ffda4487364f760,qv108,first,art,0,environment,1,-1,lt0,qv108,0,0,0,eq0,True,1
219,5e62d3746ffda4487364f760,qv324,increase,art,0,environment,3,-3,lt0,qv108,0,0,0,eq0,True,1
220,5e62d3746ffda4487364f760,qv108,first,art,0,faith,4,-4,lt0,qv108,0,0,0,eq0,True,1
221,5e62d3746ffda4487364f760,qv324,increase,art,0,faith,5,-5,lt0,qv108,0,0,0,eq0,True,1
222,5e62d3746ffda4487364f760,qv108,first,art,0,health,6,-6,lt0,qv108,0,5,-5,lt0,True,1
223,5e62d3746ffda4487364f760,qv324,increase,art,0,health,12,-12,lt0,qv108,0,5,-5,lt0,True,1
224,5e62d3746ffda4487364f760,qv108,first,art,0,human,3,-3,lt0,qv108,0,5,-5,lt0,True,1
225,5e62d3746ffda4487364f760,qv324,increase,art,0,human,4,-4,lt0,qv108,0,5,-5,lt0,True,1
226,5e62d3746ffda4487364f760,qv108,first,art,0,international,0,0,eq0,qv108,0,0,0,eq0,True,1
227,5e62d3746ffda4487364f760,qv324,increase,art,0,international,0,0,eq0,qv108,0,0,0,eq0,True,1
228,5e62d3746ffda4487364f760,qv108,first,art,0,veteran,3,-3,lt0,qv108,0,5,-5,lt0,True,1
229,5e62d3746ffda4487364f760,qv324,increase,art,0,veteran,6,-6,lt0,qv108,0,5,-5,lt0,True,1
230,5e62d3746ffda4487364f760,qv108,first,education,4,environment,1,3,gt0,qv108,0,0,0,eq0,True,1
231,5e62d3746ffda4487364f760,qv324,increase,education,7,environment,3,4,gt0,qv108,0,0,0,eq0,True,1
